HUMA 2240	Reading Chinese Literature: Dreams of the Red Chamber	3
HUMA 2250	Modern Chinese Fiction (1917-1949)	3
HUMA 2260	Contemporary Chinese Fiction (1949-present)	3
HUMA 2300	Traditional Chinese Poetry: Early Chinese Poetry	3
HUMA 2310	Traditional Chinese Fiction	3
HUMA 2320	Chinese Drama	3
HUMA 2330	Anime	3
HUMA 2331	Japanese Animation: Technology, Gender, and History	3
HUMA 2340	Between Old and New: Chinese Stories and Their Reinventions	3
HUMA 2400	Approaches to Humanities in China Studies	3
HUMA 2420	Late Imperial China	3
HUMA 2430	China in the 20th Century	3
HUMA 2440	20th-Century China in Documentary Films	3
HUMA 2470	From Fung Shui to Mao's Villages: City Plans, Urban Politics & the Unseen World of Chinese Villages	3
HUMA 2520	History of Tea in East Asia	3
HUMA 2588	Nazism and German Society, 1914-1945	3
HUMA 2590	The Making of the Modern World: Renaissance to the Present	3
HUMA 2596	History of Biology and Medicine	3
HUMA 2597	Environmental History	3
HUMA 2621	Culture and Environment	3
HUMA 2623	Cultural Sustainability in South China	3
HUMA 2632	Chinese Culture and Society in Anthropological Perspectives	3
HUMA 2634	Global History: New Anthropological Perspectives	3
HUMA 2635	Cultural Diversity in China	3
HUMA 2638	Peoples and Cultures in Southeast Asia	3
HUMA 2640	Unofficial China: Social History 1800s-1930s	3
HUMA 2660	Introduction to Chinese Painting	3
HUMA 2661	Chinese Oil Painting	3
HUMA 2670	Understanding Western Painting	3
HUMA 2680	Understanding Western Architecture	3
HUMA 2831	Metaphysics: Study of Reality and Existence	3
HUMA 2832	Philosophy of Mind	3
HUMA 2840	Buddhism and the Chinese Intellectual Tradition	3
HUMA 2911	Buddhism: Origin and Growth	3
HUMA 2921	Ethical Theories and Contemporary Issues	3
HUMA 2930	What am I? Personal Identity and the Self from a Philosophical Perspective	3
HUMA 3000	Special Topics	2-3
HUMA 3030	Language, Communication and Culture	3
HUMA 3050	Psychology of Language	3
HUMA 3060	Language and Migration	3
HUMA 3102	Making Chamber Music A	2
HUMA 3103	Making Chamber Music B	2
HUMA 3104	Music Theory II: Fundamentals of Harmony and Counterpoint	3
HUMA 3105	Making Choral Music	3
HUMA 3107	Electronic Music Composition II	3
HUMA 3150	Independent Study in Creative Arts	1-2
HUMA 3201	Animation: A Global Perspective	3
HUMA 3202	Chinese Creative Writing: Reading Literary Classics and Writing Essays	3
HUMA 3203	Chinese Creative Writing: Reading Literary Classics and Writing Novels	3
HUMA 3204	Chinese Creative Writing-Reading Literary Classics and Writing	3
HUMA 3205	Technologies of Passion: Self and Love in Chinese Literature	3
HUMA 3210	Traditional Chinese Poetry: Tang and Song Poetry	3
HUMA 3220	Modern Chinese Poetry	3
HUMA 3250	Independent Cinema in Contemporary China	3
HUMA 3410	Special Topics in Pre-Imperial to Middle Imperial China	3
HUMA 3430	Reading Modern Chinese History Historically	3
HUMA 3610	Special Topics in Cultural Anthropology	3
HUMA 3630	Community and Cultural Identity	3
HUMA 3660	Tradition & Modernity: Chinese Ink Painting in 20th Century	3
HUMA 3680	Contemporary Architecture: The Pritzker Prize Winners	3
HUMA 3800	Guided Studies in Chinese Philosophical Classics	3
HUMA 3810	Taoism and the Chinese Tradition	3
HUMA 3821	Classical Chinese Philosophy (in English)	3
HUMA 3900	Philosophical Inquiry into the Modern World	3
HUMA 4000	Special Topics	1-4
HUMA 4020	Language and Literature in Modern China	3
HUMA 4220	Verbal and Visual Representation of China	3
HUMA 4221	Chinese Classics and Their Reworking in Various Media Around the Globe	3
HUMA 4250	Masterpieces of Modern Literature	3
HUMA 4520	History of US-China Relations	3
HUMA 4530	History and the Future	3
HUMA 4531	Eichmann and Evil	3
HUMA 4610	Heritage in Cross-cultural Perspective	3
HUMA 4620	Geopolitics	3
HUMA 4650	Western Painting: From Renaissance to Impressionism	3
HUMA 4700	Confucianism in a Global Context	3
IEDA 1010	Academic and Professional Development I	0
IEDA 1020	Academic and Professional Development II	0
IEDA 1250	Optimizing Decisions for Personal and Business Development	3
IEDA 1901	Industrial Training and Experience	0
IEDA 1990	Industrial Training	0
IEDA 1991	Industrial Experience	0
IEDA 2010	Introduction of Industrial Engineering and Decision Analytics	3
IEDA 2100	Computing in Industrial Applications	3
IEDA 2150	Product Design	3
IEDA 2200	Engineering Management	3
IEDA 2410	Logistics and Freight Transportation Operations	3
IEDA 2520	Probability for Engineers	3
IEDA 2540	Statistics for Engineers	3
IEDA 3010	Prescriptive Analytics	3
IEDA 3130	Ergonomics and Safety Management	3
IEDA 3180	Data-Driven Portfolio Optimization	3
IEDA 3230	Engineering Economics and Accounting	3
IEDA 3250	Stochastic Models	3
IEDA 3270	Data-Driven Quality Technology	3
IEDA 3300	Industrial Data Systems	3
IEDA 3302	E-Commerce Technology and Applications	3
IEDA 3330	Introduction to Financial Engineering	3
IEDA 3410	Routing and Fleet Management	3
IEDA 3460	Demand and Supply Analytics	3
IEDA 3560	Predictive Analytics	3
IEDA 3901	Transportation Systems	3
IEDA 4000	Special Topics	1-3
IEDA 4100	Integrated Production Systems	3
IEDA 4130	System Simulation	3
IEDA 4180	Service Engineering and Management	3
IEDA 4200	Design of Logistics and Manufacturing Systems	3
IEDA 4331	Quantitative Methods in Financial Engineering	3
IEDA 4410	Data Driven Supply Chain Management	3
IEDA 4420	Dynamic Pricing and Revenue Optimization	3
IEDA 4500	Engineering Foundations of FinTech	3
IEDA 4510	Systems Risk Management	3
IEDA 4520	Numerical Methods for Financial Engineering	3
IEDA 4900	Independent Study in Industrial Engineering and Decision Analytics	3
IEDA 4901	Final Year Thesis	6
IEDA 4920	Decision Analytics Final Year Project	6
IEDA 4930	Logistics Management and Engineering Project	6
IEDA 4950	Industrial Engineering Special Project	1-4
IEDA 4960	Industrial Engineering and Engineering Management Final Year Project	6
IEDA 4990	Industrial Engineering Design Project	6
IIMP 2000	Academic and Professional Development	0
IIMP 4970	Interdisciplinary Industrial Project	6
IIMP 4980	Interdisciplinary Capstone Project I	3
IIMP 4990	Interdisciplinary Capstone Project II	3
IROP 1000	International Research Opportunities Program	0
ISDN 1001	Introduction to Integrative Systems and Design	3
ISDN 1002	Redefining Problems for the Real Needs	3
ISDN 1004	Sketching	1
ISDN 1006	Human-centered Innovation	3
ISDN 1010	Academic and Professional Development I	0
ISDN 1011	Industrial Training	0
ISDN 1100	Experiencing Design	3
ISDN 2000	What is Design and Why Design?	3
ISDN 2001	Second Year Design Project I	1
ISDN 2002	Second Year Design Project II	3
ISDN 2010	Academic and Professional Development II	0
ISDN 2200	Systems Thinking and Design	3
ISDN 2210	Introduction to Brand Design	3
ISDN 2300	Introduction to 3D Design	3
ISDN 2400	Physical Prototyping	3
ISDN 2500	Introduction to Systems Design Engineering	3
ISDN 2601	Exploring the World through Smart Mechatronics	3
ISDN 2602	Internet of Things: Integrative System Design	3
ISDN 2603	Materials, Shape and Design	3
ISDN 3000	Special Topics	1-3
ISDN 3001	Third Year Design Project I	3
ISDN 3002	Third Year Design Project II	3
ISDN 3004	Advanced Sketching	2
ISDN 3010	Academic and Professional Development III	0
ISDN 3150	AI for Design	3
ISDN 3200	Graphic Communication	2
ISDN 3300	Interaction Design	3
ISDN 3350	Global Product Development	3
ISDN 3360	From Product Innovations to Successful Technology Startups	3
ISDN 4000	Special Topics	1-4
ISDN 4001	Final Year Design Project I	4
ISDN 4002	Final Year Design Project II	4
ISDN 4010	Academic and Professional Development IV	0
ISDN 4200	Product Management	3
ISDN 4330	Ergonomics in Design	2
ISDN 4900	Independent Study	1-3
ISOM 1090	Social Media: Collective Intelligence & Creativity	3
ISOM 1380	Technology and Innovation: Social and Business Perspectives	3
ISOM 1500	Insightful Decisions	3
ISOM 1700	Critical Issues in Business Operations	3
ISOM 2010	Introduction to Information Systems	3
ISOM 2020	Coding for Business	1
ISOM 2030	Business Protections for Innovations	3
ISOM 2040	Business Simulation and Strategic Decisions	3
ISOM 2310	Fundamentals of E-Commerce: Business, Technology, and the Society	3
ISOM 2400	Global Information Infrastructure and Policy	3
ISOM 2500	Business Statistics	3
ISOM 2600	Introduction to Business Analytics	1
ISOM 2700	Operations Management	3
ISOM 3000	Special Topics in Information Systems	0-4
ISOM 3010	Information Systems Project Management	3
ISOM 3180	Telecommunications and Computer Networking Management	3
ISOM 3210	Information Systems Analysis and Design	3
ISOM 3230	Business Programming in VBA	3
ISOM 3260	Database Design and Administration	4
ISOM 3270	Blockchain Programming in Business Applications	3
ISOM 3310	e-Business Management and Web Analytics	3
ISOM 3320	Business Applications Development in Java	3
ISOM 3330	Data Visualization and Visual Analytics	1
ISOM 3340	Developing AI Applications	1
ISOM 3350	FinTech and Cryptoventures	3
ISOM 3360	Data Mining for Business Analytics	3
ISOM 3370	Big Data Technologies	3
ISOM 3380	Advanced Network Management (CISCO - ICND)	4
ISOM 3390	Business Programming in R	3
ISOM 3400	Business Applications Development in Python	3
ISOM 3530	Business Data Analytics	4
ISOM 3540	Introduction to Probability Models	3
ISOM 3710	Business Modeling and Optimization	4
ISOM 3730	Quality and Process Management	3
ISOM 3760	Logistics Management	3
ISOM 3770	Global Supply Chain Management	4
ISOM 3780	Sustainable Supply Chain Management	3
ISOM 3900	Decision Analytics	3
ISOM 4000	Special Topics in Information Systems	0-4
ISOM 4010	Digital Business Strategy: Harnessing Platform, Crowd, and Machine	3
ISOM 4020	Innovation Management and Technology Entrepreneurship	3
ISOM 4030	Deep Learning for Business Applications	3
ISOM 4040	Digital Strategy and Transformation	3
ISOM 4100	Information Systems Auditing	3
ISOM 4200	Information and Cyber Security Management	3
ISOM 4300	Information Systems Control and Assurance	3
ISOM 4400	Information Systems Project	6
ISOM 4490	Independent Study in Information Systems	1-4
ISOM 4520	Statistics for Financial Risk Management	4
ISOM 4530	Statistical Analysis of Financial Data in R/S-plus	4
ISOM 4540	Time Series Analysis and Forecasting	4
ISOM 4590	Special Topics in Statistics	0-4
ISOM 4690	Independent Study in Business Statistics	1-4
ISOM 4720	Simulation in Business and Management	3
ISOM 4740	Enterprise Resource Management	3
ISOM 4750	Business Project Management	3
ISOM 4780	Integrated Planning and Execution	3
ISOM 4790	Special Topics in Operations Management	0-4
ISOM 4810	OM Best Practices	3
ISOM 4830	Analytics for Service Operations	3
ISOM 4840	Financial Service Operations Management	3
ISOM 4880	Operations Management Project	3
ISOM 4890	Independent Study in Operations Management	1-4
LABU 2040	Business Case Analyses	3
LABU 2051	Business Case Analyses I	2
LABU 2052	Business Case Analyses II	2
LABU 2060	Effective Communication in Business	3
LANG 1006	The Art of Public Speaking	3
LANG 1117	Advanced Chinese Communication	3
LANG 1130	Cantonese for Non-Chinese Language Background Students I	3
LANG 1133	Cantonese for Chinese Language Background Students I	3
LANG 1210	Japanese Language and Related Culture	3
LANG 1310	French: World Language and Culture	3
LANG 1330	Spanish and the Other America	3
LANG 1402	English for University Studies	3
LANG 1403	Academic English for University Studies	3
LANG 1404	Advanced Academic English for University Studies	3
LANG 1405	Mediated Me: An Introduction to Digital Literacy	3
LANG 1406	Academic English for Business Studies	3
LANG 1407	Academic English for Engineering Studies	3
LANG 1408	Academic English for Humanities and Social Science Studies	3
LANG 1409	Academic English for Science Studies	3
LANG 1411	Elementary Putonghua for Non-Chinese Language Background Students	3
LANG 1412	Intermediate Putonghua for Non-Chinese Language Background Students	3
LANG 1413	Advanced Putonghua for Non-Chinese Language Background Students	3
LANG 1414	Elementary Reading and Writing for Non-Chinese Language Background Students	3
LANG 1415	Intermediate Reading and Writing for Non-Chinese Language Background Students	3
LANG 1416	Effective Chinese Communication	3
LANG 1421	Chinese Communication in the Digital Era	3
LANG 1422	Chinese for Workplace Applications	3
LANG 1423	Chinese Communication in Global Context	3
LANG 1424	Chinese Writing in Cultural Contexts	3
LANG 2010	English for Science I	3
LANG 2030	Technical Communication I	3
LANG 2061	Professional Writing for the Workplace	3
LANG 2062	Professional Speaking for the Workplace	3
LANG 2063	Writing for Workplace Success	3
LANG 2064	Speaking for Workplace Success	3
LANG 2065	Research Writing	3
LANG 2070	English Communication for Humanities and Social Science Studies I	3
LANG 2082	Communication for Environmental Management and Technology I	2
LANG 2083	Communication for Environmental Management and Technology II	2
LANG 2090	Exploring Language and Communication with Big Data	3
LANG 2091	Phonetics and Speech Technology	3
LANG 2170	Chinese Communication Skills for Humanities & Social Science Studies	3
LANG 3021	Science Communication in English (Mathematics)	3
LANG 3022	Science Communication in English (Chemistry)	3
LANG 3023	Science Communication in English (Physics)	3
LANG 3024	Science Communication in English (Life Science)	3
LANG 3025	Science Communication in English (Environmental Science)	3
LANG 3027	Science Communication in English for Research Students	3
LANG 3060	Advanced Academic Writing	3
LANG 3070	English Communication for Humanities and Social Science Studies II	3
LANG 3081	Communication for Environmental Management and Technology III	2
LANG 4030	Technical Communication II for CSE, CPEG & DSCT	3
LANG 4031	Technical Communication II for ECE & CPEG	3
LANG 4032	Technical Communication II for IEDA and ISDN	3
LANG 4033	Technical Communication II for Civil and Environmental Engineering	3
LANG 4034	Technical Communication II for Mechanical and Aerospace Engineering	3
LANG 4035	Technical Communication II for Chemical and Biological Engineering	3
LANG 4070	Academic Writing in Context - Global China Studies	1
LEGL 1000	Legal Education (Basic Law, National Security Law and Safeguarding National Security Ordinance)	0
LIFS 1010	Introduction to Biological Sciences	3
LIFS 1020	Biology of Human Health	3
LIFS 1901	General Biology I	3
LIFS 1902	General Biology II	3
LIFS 1903	Laboratory for General Biology I	1
LIFS 1904	Laboratory for General Biology II	1
LIFS 1930	Nature of Life Sciences	3
LIFS 2010	Modern Approaches to Biochemical and Cell Biological Research	3
LIFS 2011	A Practicum on Wetland Conservation	3
LIFS 2040	Cell Biology	3
LIFS 2060	Biodiversity	3
LIFS 2070	Introduction to Biotechnology	3
LIFS 2080	Plant Biology	3
LIFS 2210	Biochemistry I	3
LIFS 2220	Biochemistry II	3
LIFS 2240	Cell Biology Laboratory	3
LIFS 2720	Biochemistry Laboratory	2
LIFS 2820	Biochemical Laboratory Techniques	1
LIFS 3002	Special Topics of Biological Sciences	2-4
LIFS 3010	Molecular and Cellular Biology I	3
LIFS 3020	Molecular and Cellular Biology II	3
LIFS 3040	Animal Physiology	3
LIFS 3060	Microbiology	3
LIFS 3070	Introduction to Biophysical Instrumentation	3
LIFS 3110	Biotechnological Application of Recombinant DNA Techniques	3
LIFS 3140	General Genetics	4
LIFS 3150	Biostatistics	3
LIFS 3220	Animal Physiology Laboratory	3
LIFS 3240	Introduction to Neurobiology	3
LIFS 3260	Microbiology Laboratory	3
LIFS 3370	Human Genetics in Practice	3
LIFS 3510	Junior Research Project I	2
LIFS 3520	Junior Research Project II	2
LIFS 3580	Bioinformatics	3
LIFS 4000	Special Topics in Life Science	1-4
LIFS 4060	Immunobiology	3
LIFS 4090	Developmental Biology	3
LIFS 4140	Cancer Biology	3
LIFS 4150	Plant Biotechnology	3
LIFS 4190	Cellular Signaling	3
LIFS 4200	Concepts and Issues in Contemporary Biotechnology	3
LIFS 4320	Data Science for Biology and Medicine	3
LIFS 4370	Human Genetics and Personalized Medicine	3
LIFS 4380	Pharmacology and Toxicology	3
LIFS 4540	Structure and Function of Proteins	3
LIFS 4550	Biochemistry of Nutrition	3
LIFS 4630	Advanced Topics in Biotechnology	3
LIFS 4760	Biochemistry of Diseases	3
LIFS 4800	Epigenetics and Chromosome Biology	3
LIFS 4820	Entrepreneurship in Biotechnology	3
LIFS 4882	Investigative Pharmacology	3
LIFS 4884	Application of RNA Technology to Human Diseases	3
LIFS 4888	Development and Registration of Pharmaceutical Products	3
LIFS 4910	Independent Study	1-4
LIFS 4950	Neurochemistry	3
LIFS 4960	Biological Science Capstone Project	3
LIFS 4961	Biochemistry and Cell Biology Capstone Project	3
LIFS 4963	Biotechnology Capstone Project	3
LIFS 4970	Biological Science Project Research I	3
LIFS 4971	Biochemistry and Cell Biology Project Research I	3
LIFS 4973	Biotechnology Project Research I	3
LIFS 4980	Biological Science Project Research II	4
LIFS 4981	Biochemistry and Cell Biology Project Research II	4
LIFS 4983	Biotechnology Project Research II	4
MARK 1220	Marketing and Society	3
MARK 1230	Consumerism and Happiness	3
MARK 2120	Marketing Management	3
MARK 3220	Marketing Research	4
MARK 3410	Promotion and Advertising Management	4
MARK 3420	Consumer Behavior	4
MARK 3430	Global Marketing	4
MARK 3460	Retailing	4
MARK 3470	Services Marketing	4
MARK 3480	Pricing Strategy	4
MARK 3510	Business to Business Marketing	4
MARK 3520	Competitive Positioning	4
MARK 3610	Digital Marketing	4
MARK 3620	Marketing Analytics	4
MARK 4210	Strategic Marketing	4
MARK 4290	Special Topics	0-4
MARK 4450	Brand Management	4
MARK 4980	Independent Study	2-4
MATH 1003	Calculus and Linear Algebra	3
MATH 1012	Calculus IA	4
MATH 1013	Calculus IB	3
MATH 1014	Calculus II	3
MATH 1020	Accelerated Calculus	4
MATH 1023	Honors Calculus I	3
MATH 1024	Honors Calculus II	3
MATH 1701	Introductory Topics in Mathematical Sciences	1-4
MATH 2001	Foundation of Mathematics	2
MATH 2011	Introduction to Multivariable Calculus	3
MATH 2023	Multivariable Calculus	4
MATH 2033	Mathematical Analysis	4
MATH 2043	Honors Mathematical Analysis	4
MATH 2111	Matrix Algebra and Applications	3
MATH 2121	Linear Algebra	4
MATH 2131	Honors in Linear and Abstract Algebra I	4
MATH 2343	Discrete Structures	4
MATH 2350	Applied Linear Algebra and Differential Equations	3
MATH 2351	Introduction to Differential Equations	3
MATH 2352	Differential Equations	4
MATH 2411	Applied Statistics	4
MATH 2421	Probability	4
MATH 2431	Honors Probability	4
MATH 2511	Fundamentals of Actuarial Mathematics	3
MATH 2731	Mathematical Problem Solving	3
MATH 3033	Real Analysis	4
MATH 3043	Honors Real Analysis	4
MATH 3121	Abstract Algebra	3
MATH 3131	Honors in Linear and Abstract Algebra II	4
MATH 3312	Numerical Analysis	3
MATH 3322	Matrix Computation	3
MATH 3332	Data Analytic Tools	3
MATH 3343	Combinatorial Analysis	3
MATH 3423	Statistical Inference	3
MATH 3424	Regression Analysis	3
MATH 3425	Stochastic Modeling	3
MATH 3426	Sampling	3
MATH 3427	Bayesian Statistics	3
MATH 3428	Statistical Computing	3
MATH 3900	Communicating Mathematics to the Public	1
MATH 4023	Complex Analysis	3
MATH 4033	Calculus on Manifolds	3
MATH 4051	Theory of Ordinary Differential Equations	3
MATH 4052	Partial Differential Equations	3
MATH 4061	Topics in Modern Analysis	2
MATH 4063	Functional Analysis	3
MATH 4141	Number Theory and Applications	3
MATH 4151	Introduction to Lie Groups	3
MATH 4221	Euclidean and Non-Euclidean Geometries	3
MATH 4223	Differential Geometry	3
MATH 4225	Topology	3
MATH 4321	Game Theory	3
MATH 4326	Introduction to Fluid Dynamics	3
MATH 4333	Mathematical Biology	3
MATH 4335	Introduction to Optimization	3
MATH 4336	Introduction to Mathematics of Image Processing	3
MATH 4343	Introduction to Graph Theory	4
MATH 4351	Numerical Solutions of Partial Differential Equations	3
MATH 4360	Mathematical Modeling	3
MATH 4423	Nonparametric Statistics	3
MATH 4424	Multivariate Analysis	3
MATH 4425	Introductory Time Series	3
MATH 4426	Survival Analysis	3
MATH 4427	Loss Models and their Applications	3
MATH 4429	Credibility Theory and its Applications	3
MATH 4432	Statistical Machine Learning	3
MATH 4433	Spatial Data Analysis	3
MATH 4434	Deep Learning	3
MATH 4511	Quantitative Methods for Fixed Income Derivatives	3
MATH 4512	Fundamentals of Mathematical Finance	3
MATH 4513	Life Contingencies Models and Insurance Risk	3
MATH 4514	Financial Economics in Actuarial Science	3
MATH 4515	Statistical and Computational Methods in Financial Mathematics	3
MATH 4821	Special Topics	1-4
MATH 4822	Special Topics in Pure Mathematics	1-4
MATH 4823	Special Topics in Applied Mathematics	1-4
MATH 4824	Special Topics in Statistics and Financial Mathematics	1-4
MATH 4825	Special Topics in Actuarial Mathematics	3
MATH 4900	Academic and Professional Development	1
MATH 4921	Student Seminars	1-3
MATH 4981-4985	Independent Study	1-3
MATH 4990	Undergraduate Project	2-3
MATH 4991	Capstone Project in Pure Mathematics	3
MATH 4992	Capstone Project in Applied Mathematics	3
MATH 4993	Capstone Project in Statistics	3
MATH 4994	Capstone Project in Mathematics and Economics	3
MATH 4995	Capstone Project for Data Science	3
MATH 4999	Independent Capstone Project	3
MECH 1902	Energy Systems in a Sustainable World	3
MECH 1905	Buildings for Contemporary Living	3
MECH 1906	Mechanical Engineering for Modern Life	3
MECH 1907	Introduction to Aerospace Engineering	3
MECH 1908	Exploration of Mechanical Design and Engineering	3
MECH 1990	Industrial Training	0
MECH 2020	Statics and Dynamics	3
MECH 2040	Solid Mechanics I	3
MECH 2210	Fluid Mechanics	3
MECH 2310	Thermodynamics	3
MECH 2410	Engineering Materials I	3
MECH 2520	Design and Manufacturing I	3
MECH 3030	Mechanisms of Machinery	3
MECH 3110	Materials for Energy Technologies	3
MECH 3300	Energy Conversion	3
MECH 3310	Heat Transfer	3
MECH 3400	Introduction to Composite Materials	3
MECH 3420	Engineering Materials II	3
MECH 3510	Computer-Aided Design and Manufacturing	3
MECH 3610	Control Principles	3
MECH 3620	Aircraft Design	3
MECH 3630	Electrical Technology	3
MECH 3640	Aerodynamics	3
MECH 3650	Aircraft Structural Analysis	3
MECH 3660	Gas Turbines and Jet Propulsion	3
MECH 3670	Aircraft Performance and Stability	3
MECH 3680	Avionics Systems	3
MECH 3690	Aerospace Engineering Laboratory	3
MECH 3710	Manufacturing Processes and Systems	3
MECH 3830	Laboratory	3
MECH 3907	Mechatronic Design and Prototyping	3
MECH 4000	Special Topics	3
MECH 4010	Materials Failure in Mechanical Applications	3
MECH 4100	Experiential Projects in Aerospace Engineering	3
MECH 4340	Air Conditioning Systems	3
MECH 4350	Indoor Air Quality in Buildings	3
MECH 4360	Introduction to Intelligent Building Systems	3
MECH 4430	Materials Characterization	3
MECH 4450	Introduction to Finite Element Analysis	3
MECH 4710	Introduction to Robotics	3
MECH 4720	Introduction to Precision Engineering	3
MECH 4740	Numerical Methods in Engineering	3
MECH 4750	Vibration, Control and Programming	3
MECH 4810	Unmanned Aviation Vehicle	3
MECH 4830	Introduction to Aerospace Computational Fluid Dynamics (CFD)	3
MECH 4890	Introduction to Nanosatellite Engineering	3
MECH 4900	Final Year Design Project	6
MECH 4912	Green Technologies for Buildings, Energy and Water	3
MECH 4950	Co-op Program	6
MECH 4980	Final Year Aerospace Design Project	6
MECH 4990	Aerospace Research Project	6
MECH 4995	Research Project	6
MGMT 1110	Introduction to Management	3
MGMT 1120	Developing the Leader in You	3
MGMT 1130	Traps and Pitfalls in Judgment and Decision Making	3
MGMT 2010	Business Ethics and the Individual	2
MGMT 2110	Organizational Behavior	3
MGMT 2130	Business Ethics and Social Responsibility	2
MGMT 3110	Human Resources Management	4
MGMT 3120	Managerial Leadership	4
MGMT 3130	Judgement and Decision Making in Organizations	4
MGMT 3140	Negotiation	4
MGMT 3160	Environmental Business Strategies	3
MGMT 3170	Managing CSR (Corporate Social Responsibility)	3
MGMT 4000	Special Topics in Management	0-4
MGMT 4010	Independent Study	1-4
MGMT 4210	Corporate Strategy	3
MGMT 4220	Entrepreneurship and Innovation	4
MGMT 4230	International Management	4
MGMT 4240	Strategic Management in China	4
MGMT 4250	Management Consulting	3
MGMT 4270	Training and Development	3
MGMT 4280	Transnational Legal Issues and Dispute Settlement	3
MGMT 4290	HR Analytics	3
MGMT 4300	Knowing and Managing Your Social Networks for Careers and Business	3
OCES 1001	The Earth as a Blue Planet	3
OCES 1010	Principles and Applications of Environmental Science	3
OCES 1030	Environmental Science	3
OCES 2001	Survey of Ocean Science	3
OCES 2002	Marine Chemistry	3
OCES 2003	Descriptive Physical Oceanography	3
OCES 2004	Sustainable Ocean	3
OCES 2100	Conservation Field Trips	1
OCES 2201	Internship	2-4
OCES 3001	Coastal Environmental Monitoring	3
OCES 3003	Field Methods in Marine Studies	3
OCES 3005	Blue Economy	3
OCES 3130	Marine Biology	3
OCES 3160	Ecology	3
OCES 3201	Biological Oceanography	3
OCES 3203	Physical Oceanography	3
OCES 3204	Essential Oceanography	3
OCES 3301	Data Analysis in Ocean Science	3
OCES 3302	Marine Pollution Tracking	3
OCES 3330	Marine Biology Laboratory	3
OCES 4001	Ocean and Climate Change	3
OCES 4103	Fisheries and Aquaculture	3
OCES 4201	Environmental Microbiology	3
OCES 4202	Marine Biotechnology	3
OCES 4203	Environmental Impact and Risk Assessment	3
OCES 4204	Coral Reef Ecosystem Science	4
OCES 4205	Chemical Oceanography	3
OCES 4301	Environmental Conservation	3
OCES 4320	Marine Toxicology	3
OCES 4326	Introduction to Fluid Dynamics	3
OCES 4910	Independent Study	1-3
OCES 4940	Special Topics in Ocean Science and Technology	1-4
OCES 4964	Ocean Science and Technology Capstone Project Research	3
OCES 4974	Ocean Science and Technology Research Project I	3
OCES 4984	Ocean Science and Technology Research Project II	3
PHYS 1001	Physics and the Modern Society	3
PHYS 1002	Introduction to Astrophysics and Astronomy	3
PHYS 1003	Energy and Related Environmental Issues	3
PHYS 1005	Physics in Movies	3
PHYS 1006	Astronomy for Beginners	3
PHYS 1007	Quantum Information for Everyone	3
PHYS 1101	Introductory Physics	4
PHYS 1111	General Physics I	3
PHYS 1112	General Physics I with Calculus	3
PHYS 1113	Laboratory for General Physics I	1
PHYS 1114	General Physics II	3
PHYS 1115	Laboratory for General Physics II	1
PHYS 1312	Honors General Physics I	3
PHYS 1314	Honors General Physics II	3
PHYS 2010	Introductory Biological Physics	3
PHYS 2022	Modern Physics	3
PHYS 2023	Modern Physics Laboratory	1
PHYS 2080	Physics Seminar and Tutorial I	1
PHYS 2090	Directed Studies in Physics I	1
PHYS 2124	Mathematical Methods in Physics I	3
PHYS 3031	Mathematical Methods in Physics II	3
PHYS 3032	Classical Mechanics	3
PHYS 3033	Electricity and Magnetism I	3
PHYS 3034	Electricity and Magnetism II	3
PHYS 3036	Quantum Mechanics I	3
PHYS 3037	Honors Quantum Mechanics I	4
PHYS 3038	Optics	3
PHYS 3040	Introduction to Materials Science	3
PHYS 3042	Structure and Properties of Crystalline Solids	3
PHYS 3053	Honors Electricity and Magnetism I	4
PHYS 3060	Physics Internship	3
PHYS 3071	Introduction to Stellar Astrophysics	3
PHYS 3090	Directed Studies in Physics II	1
PHYS 3142	Computational Methods in Physics	3
PHYS 3152	Methods of Experimental Physics I	3
PHYS 3153	Methods of Experimental Physics II	3
PHYS 4050	Thermodynamics and Statistical Physics	3
PHYS 4051	Quantum Mechanics II	3
PHYS 4055	Particle Physics and the Universe	3
PHYS 4058	Information Physics	3
PHYS 4071	Big Bang Cosmology and Inflation	3
PHYS 4080	Physics Seminar and Tutorial II	1
PHYS 4090	Directed Studies in Physics III	1
PHYS 4151	Experimental Physics: An Experiential Approach	2
PHYS 4191	Capstone Project	4
PHYS 4291	Capstone Research	6
PHYS 4498	Independent Study Project	4
PHYS 4811	Contemporary Applications of Physics: Machine Learning in Physics	1
PHYS 4812	Contemporary Applications of Physics: Quantum Information Technology	1
PHYS 4813	Contemporary Applications of Physics: Atmospheric Physics - Making Sense of Weather and Climate	1
PHYS 4814	Contemporary Applications of Physics: Medical Physics	1
PPOL 1110	Public Policy in Cases	3
PPOL 2000	Special Topics in Public Policy	1-4
PPOL 2110	Science, Technology and Society in China	3
PPOL 3000	Special Topics in Public Policy	1-4
PPOL 3210	Energy Policy	3
PPOL 3800	Ethics, Emerging Technologies and Public Policy	3
PPOL 4000	Special Topics in Public Policy	1-4
RMBI 1010	Risk Management in Financial Institutions	3
RMBI 1020	Business Intelligence for Data-Driven Decisions	3
RMBI 2000	Special Topics in Risk Management and Business Intelligence	0-4
RMBI 2001	Academic and Professional Development in Risk Management and Business Intelligence	0
RMBI 3000	Special Topics in Risk Management and Business Intelligence	0-4
RMBI 3010	Data Analytics with R	2
